"h3_address","year","yield"
"852621bbfffffff",2022,181.5
"852621bbfffffff",2023,180.9
"852621bbfffffff",2024,172.6
"852621c3fffffff",2010,171.8
"852621c3fffffff",2011,136.2
"852621c3fffffff",2012,150.1
"852621c3fffffff",2013,99.9
"852621c3fffffff",2014,113.5
"852621c3fffffff",2015,186.9
"852621c3fffffff",2016,190.5
"852621c3fffffff",2017,174.5
"852621c3fffffff",2018,187.5
"852621c3fffffff",2019,162.7
"852621c3fffffff",2020,198.2
"852621c3fffffff",2021,123.4
"852621c3fffffff",2022,178
"852621c3fffffff",2023,145.1
"852621c3fffffff",2024,191.7
"852621c7fffffff",2010,171.8
"852621c7fffffff",2011,136.2
"852621c7fffffff",2012,150.1
"852621c7fffffff",2013,99.9
"852621c7fffffff",2014,113.5
"852621c7fffffff",2015,186.9
"852621c7fffffff",2016,190.5
"852621c7fffffff",2017,174.5
"852621c7fffffff",2018,187.5
"852621c7fffffff",2019,162.7
"852621c7fffffff",2020,198.2
"852621c7fffffff",2021,123.4
"852621c7fffffff",2022,178
"852621c7fffffff",2023,145.1
"852621c7fffffff",2024,191.7
"852621cbfffffff",2010,171.8
"852621cbfffffff",2011,136.2
"852621cbfffffff",2012,150.1
"852621cbfffffff",2013,99.9
"852621cbfffffff",2014,113.5
"852621cbfffffff",2015,186.9
"852621cbfffffff",2016,190.5
"852621cbfffffff",2017,174.5
"852621cbfffffff",2018,187.5
"852621cbfffffff",2019,162.7
"852621cbfffffff",2020,198.2
"852621cbfffffff",2021,123.4
"852621cbfffffff",2022,178
"852621cbfffffff",2023,145.1
"852621cbfffffff",2024,191.7
"852621cffffffff",2010,171.8
"852621cffffffff",2011,136.2
"852621cffffffff",2012,150.1
"852621cffffffff",2013,99.9
"852621cffffffff",2014,113.5
"852621cffffffff",2015,186.9
"852621cffffffff",2016,190.5
"852621cffffffff",2017,174.5
"852621cffffffff",2018,187.5
"852621cffffffff",2019,162.7
"852621cffffffff",2020,198.2
"852621cffffffff",2021,123.4
"852621cffffffff",2022,178
"852621cffffffff",2023,145.1
"852621cffffffff",2024,191.7
"852621d3fffffff",2010,171.8
"852621d3fffffff",2011,136.2
"852621d3fffffff",2012,150.1
"852621d3fffffff",2013,99.9
"852621d3fffffff",2014,113.5
"852621d3fffffff",2015,186.9
"852621d3fffffff",2016,190.5
"852621d3fffffff",2017,174.5
"852621d3fffffff",2018,187.5
"852621d3fffffff",2019,162.7
"852621d3fffffff",2020,198.2
"852621d3fffffff",2021,123.4
"852621d3fffffff",2022,178
"852621d3fffffff",2023,145.1
"852621d3fffffff",2024,191.7
"852621d7fffffff",2010,171.8
"852621d7fffffff",2011,136.2
"852621d7fffffff",2012,150.1
"852621d7fffffff",2013,99.9
"852621d7fffffff",2014,113.5
"852621d7fffffff",2015,186.9
"852621d7fffffff",2016,190.5
"852621d7fffffff",2017,174.5
"852621d7fffffff",2018,187.5
"852621d7fffffff",2019,162.7
"852621d7fffffff",2020,198.2
"852621d7fffffff",2021,123.4
"852621d7fffffff",2022,178
"852621d7fffffff",2023,145.1
"852621d7fffffff",2024,191.7
"852621dbfffffff",2010,171.8
"852621dbfffffff",2011,136.2
"852621dbfffffff",2012,150.1
"852621dbfffffff",2013,99.9
"852621dbfffffff",2014,113.5
"852621dbfffffff",2015,186.9
"852621dbfffffff",2016,190.5
"852621dbfffffff",2017,174.5
"852621dbfffffff",2018,187.5
"852621dbfffffff",2019,162.7
"852621dbfffffff",2020,198.2
"852621dbfffffff",2021,123.4
"852621dbfffffff",2022,178
"852621dbfffffff",2023,145.1
"852621dbfffffff",2024,191.7
"85262217fffffff",2010,146.8
"85262217fffffff",2011,112.6
"85262217fffffff",2012,163.4
"85262217fffffff",2013,142.6
"85262217fffffff",2014,156.6
"85262217fffffff",2015,173.3
"85262217fffffff",2016,203.7
"85262217fffffff",2017,179.9
"85262217fffffff",2018,196.9
"85262217fffffff",2019,153
"85262217fffffff",2020,188.1
"85262217fffffff",2021,185.9
"85262217fffffff",2022,167.1
"85262217fffffff",2023,188
"85262217fffffff",2024,176.6
"85262287fffffff",2010,169.9
"85262287fffffff",2011,105
"85262287fffffff",2012,188.5
"85262287fffffff",2013,145.3
"85262287fffffff",2014,147.3
"85262287fffffff",2015,183.4
"85262287fffffff",2016,203.8
"85262287fffffff",2017,191.3
"85262287fffffff",2018,204.4
"85262287fffffff",2019,153.6
"85262287fffffff",2020,175.7
"85262287fffffff",2021,186.7
"85262287fffffff",2022,166.5
"85262287fffffff",2023,175.9
"85262287fffffff",2024,166.8
"85262297fffffff",2010,169.9
"85262297fffffff",2011,105
"85262297fffffff",2012,188.5
"85262297fffffff",2013,145.3
"85262297fffffff",2014,147.3
"85262297fffffff",2015,183.4
"85262297fffffff",2016,203.8
"85262297fffffff",2017,191.3
"85262297fffffff",2018,204.4
"85262297fffffff",2019,153.6
"85262297fffffff",2020,175.7
"85262297fffffff",2021,186.7
"85262297fffffff",2022,166.5
"85262297fffffff",2023,175.9
"85262297fffffff",2024,166.8
"852622a3fffffff",2010,146.8
"852622a3fffffff",2011,112.6
"852622a3fffffff",2012,163.4
"852622a3fffffff",2013,142.6
"852622a3fffffff",2014,156.6
"852622a3fffffff",2015,173.3
"852622a3fffffff",2016,203.7
"852622a3fffffff",2017,179.9
"852622a3fffffff",2018,196.9
"852622a3fffffff",2019,153
"852622a3fffffff",2020,188.1
"852622a3fffffff",2021,185.9
"852622a3fffffff",2022,167.1
"852622a3fffffff",2023,188
"852622a3fffffff",2024,176.6
"852622a7fffffff",2010,146.8
"852622a7fffffff",2011,112.6
"852622a7fffffff",2012,163.4
"852622a7fffffff",2013,142.6
"852622a7fffffff",2014,156.6
"852622a7fffffff",2015,173.3
"852622a7fffffff",2016,203.7
"852622a7fffffff",2017,179.9
"852622a7fffffff",2018,196.9
"852622a7fffffff",2019,153
"852622a7fffffff",2020,188.1
"852622a7fffffff",2021,185.9
"852622a7fffffff",2022,167.1
"852622a7fffffff",2023,188
"852622a7fffffff",2024,176.6
"852622abfffffff",2010,146.8
"852622abfffffff",2011,112.6
"852622abfffffff",2012,163.4
"852622abfffffff",2013,142.6
"852622abfffffff",2014,156.6
"852622abfffffff",2015,173.3
"852622abfffffff",2016,203.7
"852622abfffffff",2017,179.9
"852622abfffffff",2018,196.9
"852622abfffffff",2019,153
"852622abfffffff",2020,188.1
"852622abfffffff",2021,185.9
"852622abfffffff",2022,167.1
"852622abfffffff",2023,188
"852622abfffffff",2024,176.6
"852622affffffff",2010,146.8
"852622affffffff",2011,112.6
"852622affffffff",2012,163.4
"852622affffffff",2013,142.6
"852622affffffff",2014,156.6
"852622affffffff",2015,173.3
"852622affffffff",2016,203.7
"852622affffffff",2017,179.9
"852622affffffff",2018,196.9
"852622affffffff",2019,153
"852622affffffff",2020,188.1
"852622affffffff",2021,185.9
"852622affffffff",2022,167.1
"852622affffffff",2023,188
"852622affffffff",2024,176.6
"852622b3fffffff",2010,169.9
"852622b3fffffff",2011,105
"852622b3fffffff",2012,188.5
"852622b3fffffff",2013,145.3
"852622b3fffffff",2014,147.3
"852622b3fffffff",2015,183.4
"852622b3fffffff",2016,203.8
"852622b3fffffff",2017,191.3
"852622b3fffffff",2018,204.4
"852622b3fffffff",2019,153.6
"852622b3fffffff",2020,175.7
"852622b3fffffff",2021,186.7
"852622b3fffffff",2022,166.5
"852622b3fffffff",2023,175.9
"852622b3fffffff",2024,166.8
"852622b7fffffff",2010,179.6
"852622b7fffffff",2011,134.5
"852622b7fffffff",2012,195.1
"852622b7fffffff",2013,152.4
"852622b7fffffff",2014,158.9
"852622b7fffffff",2015,183.9
"852622b7fffffff",2016,210.5
"852622b7fffffff",2017,192.4
"852622b7fffffff",2018,195.6
"852622b7fffffff",2019,172.1
"852622b7fffffff",2020,193.7
"852622b7fffffff",2021,189.9
"852622b7fffffff",2022,183.8
"852622b7fffffff",2023,188.2
"852622b7fffffff",2024,186.7
"852622bbfffffff",2010,169.9
"852622bbfffffff",2011,105
"852622bbfffffff",2012,188.5
"852622bbfffffff",2013,145.3
"852622bbfffffff",2014,147.3
"852622bbfffffff",2015,183.4
"852622bbfffffff",2016,203.8
"852622bbfffffff",2017,191.3
"852622bbfffffff",2018,204.4
"852622bbfffffff",2019,153.6
"852622bbfffffff",2020,175.7
"852622bbfffffff",2021,186.7
"852622bbfffffff",2022,166.5
"852622bbfffffff",2023,175.9
"852622bbfffffff",2024,166.8
"85262303fffffff",2010,180.4
"85262303fffffff",2011,154.6
"85262303fffffff",2012,157.8
"85262303fffffff",2013,167.9
"85262303fffffff",2014,152.7
"85262303fffffff",2015,197.5
"85262303fffffff",2016,213.2
"85262303fffffff",2017,202.9
"85262303fffffff",2018,188.1
"85262303fffffff",2019,171.7
"85262303fffffff",2020,184.2
"85262303fffffff",2021,175
"85262303fffffff",2022,190.9
"85262303fffffff",2023,183.7
"85262303fffffff",2024,181.7
"85262307fffffff",2010,180.4
"85262307fffffff",2011,154.6
"85262307fffffff",2012,157.8
"85262307fffffff",2013,167.9
"85262307fffffff",2014,152.7
"85262307fffffff",2015,197.5
"85262307fffffff",2016,213.2
"85262307fffffff",2017,202.9
"85262307fffffff",2018,188.1
"85262307fffffff",2019,171.7
"85262307fffffff",2020,184.2
"85262307fffffff",2021,175
"85262307fffffff",2022,190.9
"85262307fffffff",2023,183.7
"85262307fffffff",2024,181.7
"8526230bfffffff",2010,180.4
"8526230bfffffff",2011,154.6
"8526230bfffffff",2012,157.8
"8526230bfffffff",2013,167.9
"8526230bfffffff",2014,152.7
"8526230bfffffff",2015,197.5
"8526230bfffffff",2016,213.2
"8526230bfffffff",2017,202.9
"8526230bfffffff",2018,188.1
"8526230bfffffff",2019,171.7
"8526230bfffffff",2020,184.2
"8526230bfffffff",2021,175
"8526230bfffffff",2022,190.9
"8526230bfffffff",2023,183.7
"8526230bfffffff",2024,181.7
"8526230ffffffff",2010,180.4
"8526230ffffffff",2011,154.6
"8526230ffffffff",2012,157.8
"8526230ffffffff",2013,167.9
"8526230ffffffff",2014,152.7
"8526230ffffffff",2015,197.5
"8526230ffffffff",2016,213.2
"8526230ffffffff",2017,202.9
"8526230ffffffff",2018,188.1
"8526230ffffffff",2019,171.7
"8526230ffffffff",2020,184.2
"8526230ffffffff",2021,175
"8526230ffffffff",2022,190.9
"8526230ffffffff",2023,183.7
"8526230ffffffff",2024,181.7
"85262313fffffff",2010,179.8
"85262313fffffff",2011,158
"85262313fffffff",2012,184.6
"85262313fffffff",2013,175.4
"85262313fffffff",2014,164.6
"85262313fffffff",2015,193.8
"85262313fffffff",2016,205.2
"85262313fffffff",2017,202.6
"85262313fffffff",2018,182.9
"85262313fffffff",2019,184.1
"85262313fffffff",2020,206.2
"85262313fffffff",2021,194.1
"85262313fffffff",2022,203.1
"85262313fffffff",2023,196.3
"85262313fffffff",2024,194.3
"85262317fffffff",2010,179.8
"85262317fffffff",2011,158
"85262317fffffff",2012,184.6
"85262317fffffff",2013,175.4
"85262317fffffff",2014,164.6
"85262317fffffff",2015,193.8
"85262317fffffff",2016,205.2
"85262317fffffff",2017,202.6
"85262317fffffff",2018,182.9
"85262317fffffff",2019,184.1
"85262317fffffff",2020,206.2
"85262317fffffff",2021,194.1
"85262317fffffff",2022,203.1
"85262317fffffff",2023,196.3
"85262317fffffff",2024,194.3
"8526231bfffffff",2010,176.6
"8526231bfffffff",2011,144.2
"8526231bfffffff",2012,151.3
"8526231bfffffff",2013,169.3
"8526231bfffffff",2014,165.8
"8526231bfffffff",2015,183
"8526231bfffffff",2016,205
"8526231bfffffff",2017,191.6
"8526231bfffffff",2018,199.4
"8526231bfffffff",2019,177
"8526231bfffffff",2020,188.8
"8526231bfffffff",2021,190.1
"8526231bfffffff",2022,188.6
"8526231bfffffff",2023,181.9
"8526231bfffffff",2024,184.1
"85262323fffffff",2010,186.3
"85262323fffffff",2011,155.5
"85262323fffffff",2012,166.3
"85262323fffffff",2013,165.4
"85262323fffffff",2014,163.9
"85262323fffffff",2015,202.9
"85262323fffffff",2016,206.6
"85262323fffffff",2017,209.9
"85262323fffffff",2018,159.5
"85262323fffffff",2019,184.2
"85262323fffffff",2020,215.8
"85262323fffffff",2021,174.4
"85262323fffffff",2022,194.3
"85262323fffffff",2023,182.5
"85262323fffffff",2024,169.3
"85262327fffffff",2010,186.3
"85262327fffffff",2011,155.5
"85262327fffffff",2012,166.3
"85262327fffffff",2013,165.4
"85262327fffffff",2014,163.9
"85262327fffffff",2015,202.9
"85262327fffffff",2016,206.6
"85262327fffffff",2017,209.9
"85262327fffffff",2018,159.5
"85262327fffffff",2019,184.2
"85262327fffffff",2020,215.8
"85262327fffffff",2021,174.4
"85262327fffffff",2022,194.3
"85262327fffffff",2023,182.5
"85262327fffffff",2024,169.3
"8526232bfffffff",2010,173.9
"8526232bfffffff",2011,153.1
"8526232bfffffff",2012,154.2
"8526232bfffffff",2013,151.7
"8526232bfffffff",2014,152.7
"8526232bfffffff",2015,199.3
"8526232bfffffff",2016,217.6
"8526232bfffffff",2017,194.5
"8526232bfffffff",2018,178.8
"8526232bfffffff",2019,169.8
"8526232bfffffff",2020,207.4
"8526232bfffffff",2021,159.4
"8526232bfffffff",2022,175.6
"8526232bfffffff",2023,179.2
"8526232bfffffff",2024,186.3
"8526232ffffffff",2010,186.3
"8526232ffffffff",2011,155.5
"8526232ffffffff",2012,166.3
"8526232ffffffff",2013,165.4
"8526232ffffffff",2014,163.9
"8526232ffffffff",2015,202.9
"8526232ffffffff",2016,206.6
"8526232ffffffff",2017,209.9
"8526232ffffffff",2018,159.5
"8526232ffffffff",2019,184.2
"8526232ffffffff",2020,215.8
"8526232ffffffff",2021,174.4
"8526232ffffffff",2022,194.3
"8526232ffffffff",2023,182.5
"8526232ffffffff",2024,169.3
"85262333fffffff",2010,180.4
"85262333fffffff",2011,154.6
"85262333fffffff",2012,157.8
"85262333fffffff",2013,167.9
"85262333fffffff",2014,152.7
"85262333fffffff",2015,197.5
"85262333fffffff",2016,213.2
"85262333fffffff",2017,202.9
"85262333fffffff",2018,188.1
"85262333fffffff",2019,171.7
"85262333fffffff",2020,184.2
"85262333fffffff",2021,175
"85262333fffffff",2022,190.9
"85262333fffffff",2023,183.7
"85262333fffffff",2024,181.7
"85262337fffffff",2010,186.3
"85262337fffffff",2011,155.5
"85262337fffffff",2012,166.3
"85262337fffffff",2013,165.4
"85262337fffffff",2014,163.9
"85262337fffffff",2015,202.9
"85262337fffffff",2016,206.6
"85262337fffffff",2017,209.9
"85262337fffffff",2018,159.5
"85262337fffffff",2019,184.2
"85262337fffffff",2020,215.8
"85262337fffffff",2021,174.4
"85262337fffffff",2022,194.3
"85262337fffffff",2023,182.5
"85262337fffffff",2024,169.3
"8526233bfffffff",2010,173.9
"8526233bfffffff",2011,153.1
"8526233bfffffff",2012,154.2
"8526233bfffffff",2013,151.7
"8526233bfffffff",2014,152.7
"8526233bfffffff",2015,199.3
"8526233bfffffff",2016,217.6
"8526233bfffffff",2017,194.5
"8526233bfffffff",2018,178.8
"8526233bfffffff",2019,169.8
"8526233bfffffff",2020,207.4
"8526233bfffffff",2021,159.4
"8526233bfffffff",2022,175.6
"8526233bfffffff",2023,179.2
"8526233bfffffff",2024,186.3
"85262343fffffff",2010,180.4
"85262343fffffff",2011,154.6
"85262343fffffff",2012,157.8
"85262343fffffff",2013,167.9
"85262343fffffff",2014,152.7
"85262343fffffff",2015,197.5
"85262343fffffff",2016,213.2
"85262343fffffff",2017,202.9
"85262343fffffff",2018,188.1
"85262343fffffff",2019,171.7
"85262343fffffff",2020,184.2
"85262343fffffff",2021,175
"85262343fffffff",2022,190.9
"85262343fffffff",2023,183.7
"85262343fffffff",2024,181.7
"85262347fffffff",2010,180.4
"85262347fffffff",2011,154.6
"85262347fffffff",2012,157.8
"85262347fffffff",2013,167.9
"85262347fffffff",2014,152.7
"85262347fffffff",2015,197.5
"85262347fffffff",2016,213.2
"85262347fffffff",2017,202.9
"85262347fffffff",2018,188.1
"85262347fffffff",2019,171.7
"85262347fffffff",2020,184.2
"85262347fffffff",2021,175
"85262347fffffff",2022,190.9
"85262347fffffff",2023,183.7
"85262347fffffff",2024,181.7
"8526234ffffffff",2010,180.4
"8526234ffffffff",2011,154.6
"8526234ffffffff",2012,157.8
"8526234ffffffff",2013,167.9
"8526234ffffffff",2014,152.7
"8526234ffffffff",2015,197.5
"8526234ffffffff",2016,213.2
"8526234ffffffff",2017,202.9
"8526234ffffffff",2018,188.1
"8526234ffffffff",2019,171.7
"8526234ffffffff",2020,184.2
"8526234ffffffff",2021,175
"8526234ffffffff",2022,190.9
"8526234ffffffff",2023,183.7
"8526234ffffffff",2024,181.7
"85262353fffffff",2010,176.6
"85262353fffffff",2011,144.2
"85262353fffffff",2012,151.3
"85262353fffffff",2013,169.3
"85262353fffffff",2014,165.8
"85262353fffffff",2015,183
"85262353fffffff",2016,205
"85262353fffffff",2017,191.6
"85262353fffffff",2018,199.4
"85262353fffffff",2019,177
"85262353fffffff",2020,188.8
"85262353fffffff",2021,190.1
"85262353fffffff",2022,188.6
"85262353fffffff",2023,181.9
"85262353fffffff",2024,184.1
"85262357fffffff",2010,176.6
"85262357fffffff",2011,144.2
"85262357fffffff",2012,151.3
"85262357fffffff",2013,169.3
"85262357fffffff",2014,165.8
"85262357fffffff",2015,183
"85262357fffffff",2016,205
"85262357fffffff",2017,191.6
"85262357fffffff",2018,199.4
"85262357fffffff",2019,177
"85262357fffffff",2020,188.8
"85262357fffffff",2021,190.1
"85262357fffffff",2022,188.6
"85262357fffffff",2023,181.9
"85262357fffffff",2024,184.1
"85262363fffffff",2010,173.9
"85262363fffffff",2011,153.1
"85262363fffffff",2012,154.2
"85262363fffffff",2013,151.7
"85262363fffffff",2014,152.7
"85262363fffffff",2015,199.3
"85262363fffffff",2016,217.6
"85262363fffffff",2017,194.5
"85262363fffffff",2018,178.8
"85262363fffffff",2019,169.8
"85262363fffffff",2020,207.4
"85262363fffffff",2021,159.4
"85262363fffffff",2022,175.6
"85262363fffffff",2023,179.2
"85262363fffffff",2024,186.3
"85262367fffffff",2010,173.9
"85262367fffffff",2011,153.1
"85262367fffffff",2012,154.2
"85262367fffffff",2013,151.7
"85262367fffffff",2014,152.7
"85262367fffffff",2015,199.3
"85262367fffffff",2016,217.6
"85262367fffffff",2017,194.5
"85262367fffffff",2018,178.8
"85262367fffffff",2019,169.8
"85262367fffffff",2020,207.4
"85262367fffffff",2021,159.4
"85262367fffffff",2022,175.6
"85262367fffffff",2023,179.2
"85262367fffffff",2024,186.3
"8526236bfffffff",2010,162.4
"8526236bfffffff",2011,144.2
"8526236bfffffff",2012,144.9
"8526236bfffffff",2013,153.3
"8526236bfffffff",2014,148
"8526236bfffffff",2015,185.6
"8526236bfffffff",2016,212
"8526236bfffffff",2017,173.9
"8526236bfffffff",2018,186.6
"8526236bfffffff",2019,147.2
"8526236bfffffff",2020,190.9
"8526236bfffffff",2021,160.5
"8526236bfffffff",2022,179.4
"8526236bfffffff",2023,182.4
"8526236bfffffff",2024,184.2
"8526236ffffffff",2010,162.4
"8526236ffffffff",2011,144.2
"8526236ffffffff",2012,144.9
"8526236ffffffff",2013,153.3
"8526236ffffffff",2014,148
"8526236ffffffff",2015,185.6
"8526236ffffffff",2016,212
"8526236ffffffff",2017,173.9
"8526236ffffffff",2018,186.6
"8526236ffffffff",2019,147.2
"8526236ffffffff",2020,190.9
"8526236ffffffff",2021,160.5
"8526236ffffffff",2022,179.4
"8526236ffffffff",2023,182.4
"8526236ffffffff",2024,184.2
"85262373fffffff",2010,173.9
"85262373fffffff",2011,153.1
"85262373fffffff",2012,154.2
"85262373fffffff",2013,151.7
"85262373fffffff",2014,152.7
"85262373fffffff",2015,199.3
"85262373fffffff",2016,217.6
"85262373fffffff",2017,194.5
"85262373fffffff",2018,178.8
"85262373fffffff",2019,169.8
"85262373fffffff",2020,207.4
"85262373fffffff",2021,159.4
"85262373fffffff",2022,175.6
"85262373fffffff",2023,179.2
"85262373fffffff",2024,186.3
"85262377fffffff",2010,173.9
"85262377fffffff",2011,153.1
"85262377fffffff",2012,154.2
"85262377fffffff",2013,151.7
"85262377fffffff",2014,152.7
"85262377fffffff",2015,199.3
"85262377fffffff",2016,217.6
"85262377fffffff",2017,194.5
"85262377fffffff",2018,178.8
"85262377fffffff",2019,169.8
"85262377fffffff",2020,207.4
"85262377fffffff",2021,159.4
"85262377fffffff",2022,175.6
"85262377fffffff",2023,179.2
"85262377fffffff",2024,186.3
"8526237bfffffff",2010,162.4
"8526237bfffffff",2011,144.2
"8526237bfffffff",2012,144.9
"8526237bfffffff",2013,153.3
"8526237bfffffff",2014,148
"8526237bfffffff",2015,185.6
"8526237bfffffff",2016,212
"8526237bfffffff",2017,173.9
"8526237bfffffff",2018,186.6
"8526237bfffffff",2019,147.2
"8526237bfffffff",2020,190.9
"8526237bfffffff",2021,160.5
"8526237bfffffff",2022,179.4
"8526237bfffffff",2023,182.4
"8526237bfffffff",2024,184.2
"85262383fffffff",2010,179.8
"85262383fffffff",2011,158
"85262383fffffff",2012,184.6
"85262383fffffff",2013,175.4
"85262383fffffff",2014,164.6
"85262383fffffff",2015,193.8
"85262383fffffff",2016,205.2
"85262383fffffff",2017,202.6
"85262383fffffff",2018,182.9
"85262383fffffff",2019,184.1
"85262383fffffff",2020,206.2
"85262383fffffff",2021,194.1
"85262383fffffff",2022,203.1
"85262383fffffff",2023,196.3
"85262383fffffff",2024,194.3
"85262387fffffff",2010,179.8
"85262387fffffff",2011,158
"85262387fffffff",2012,184.6
"85262387fffffff",2013,175.4
"85262387fffffff",2014,164.6
"85262387fffffff",2015,193.8
"85262387fffffff",2016,205.2
"85262387fffffff",2017,202.6
"85262387fffffff",2018,182.9
"85262387fffffff",2019,184.1
"85262387fffffff",2020,206.2
"85262387fffffff",2021,194.1
"85262387fffffff",2022,203.1
"85262387fffffff",2023,196.3
"85262387fffffff",2024,194.3
"8526238bfffffff",2010,179.8
"8526238bfffffff",2011,158
"8526238bfffffff",2012,184.6
"8526238bfffffff",2013,175.4
"8526238bfffffff",2014,164.6
"8526238bfffffff",2015,193.8
"8526238bfffffff",2016,205.2
"8526238bfffffff",2017,202.6
"8526238bfffffff",2018,182.9
"8526238bfffffff",2019,184.1
"8526238bfffffff",2020,206.2
"8526238bfffffff",2021,194.1
"8526238bfffffff",2022,203.1
"8526238bfffffff",2023,196.3
"8526238bfffffff",2024,194.3
"8526238ffffffff",2010,179.8
"8526238ffffffff",2011,158
"8526238ffffffff",2012,184.6
"8526238ffffffff",2013,175.4
"8526238ffffffff",2014,164.6
"8526238ffffffff",2015,193.8
"8526238ffffffff",2016,205.2
"8526238ffffffff",2017,202.6
"8526238ffffffff",2018,182.9
"8526238ffffffff",2019,184.1
"8526238ffffffff",2020,206.2
"8526238ffffffff",2021,194.1
"8526238ffffffff",2022,203.1
